Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
5505,1011600,0,722,8,502150,8950.9,22.2,0,140220,280440,1
5506,147500,0,740,6,1180200,14752.5,15,0,195940,306640,1
5507,1007500,0,-1,10,-1,21500.1,13.8,1,82730,305260,1
5508,1462700,0,707,4,702070,9946,10.6,0,174720,184890,1
5509,1402700,0,729,10,681290,16691.7,19.3,1,128190,249400,0
5510,766200,1,-1,10,-1,4676.3,19.8,0,46070,53390,0
5511,10000000,0,699,3,345710,2025.3,11.7,0,16080,90310,1
5512,2651900,1,674,10,604690,10531.7,37.3,0,344840,396820,1
5513,3018000,0,732,4,955700,22379.3,13,0,769790,1334130,0
5514,98200,0,719,6,726900,14192.8,21.3,0,206630,281120,0
5515,2775700,1,691,10,794510,9759.2,19,0,174620,261800,1
5516,10000000,0,679,1,518860,9858.3,10.5,0,139430,169630,1
5517,594200,0,-1,1,-1,2437.8,9.4,0,25620,128740,1
5518,1618600,0,742,4,1163340,10760.9,16.3,0,242450,530520,0
5519,495000,0,-1,-1,-1,8957.4,39.2,0,138450,217690,1
5520,10000000,0,735,8,413250,2810,13.3,0,140060,244430,1
5521,591200,0,739,9,512360,5977.5,35.4,0,129730,142880,0
5522,1593000,0,745,10,647140,10084.6,17.9,0,212390,461720,1
5523,1958200,1,621,2,1037850,12886.6,14.7,0,55070,114500,0
5524,2781000,1,680,10,1092520,18299.7,16.4,0,38730,122190,1
5525,2813200,0,748,5,1306110,16979.4,36.5,0,178940,314480,0
5526,496900,0,667,3,298110,6111.3,6,0,43320,131260,1
5527,684300,0,739,10,948270,5768.6,24,0,36840,306970,1
5528,433700,0,716,1,515420,10866.8,21,2,11620,16860,0
5529,977500,1,736,2,371450,4240.7,14.5,0,87100,122150,1
5530,828600,0,736,1,407920,6798.7,6.6,0,75810,131620,1
5531,3008700,1,679,1,1095170,13507.1,19.6,0,53850,110790,1
5532,2863600,1,-1,4,-1,14006.7,12.1,2,77160,376400,1
5533,686500,0,739,2,203990,3335.2,13.1,0,102380,274470,0
5534,1119800,1,684,7,361550,4670,58,3,34600,100580,0
5535,199000,0,727,1,447800,6269.1,20.9,0,130280,179200,1
5536,1604600,0,740,5,804330,7842.2,18.5,0,127190,223530,1
5537,1202300,1,719,2,425810,6458,17.8,1,93520,147270,1
5538,984000,0,726,10,541200,6133.6,28.9,0,245890,334550,1
5539,602600,0,731,2,543130,5521.7,7,0,64010,104430,1
5540,812900,0,719,1,375960,4981.4,18.4,1,161310,205220,0
5541,1010300,0,735,3,505150,4112.7,10,0,156760,173790,0
5542,2462000,0,-1,10,-1,5533.3,7.1,0,37100,82800,1
5543,756100,0,747,1,1008100,8115.2,20,0,131620,407480,1
5544,1696800,0,-1,1,-1,27647.4,24,0,1198210,1482930,1
5545,2782400,1,676,10,963890,16145.1,28,0,740280,970220,1
5546,1848500,1,-1,10,-1,14971.3,18.1,0,364720,505850,1
5547,1471800,1,-1,8,-1,13160.3,18.7,0,49840,114850,0
5548,1966000,0,747,1,609460,4306.8,27.9,0,92970,611660,1
5549,10000000,1,725,10,1165040,7165,22.7,0,35700,102010,1
5550,1191000,1,712,10,496250,4714.4,19.3,0,78080,160660,1
5551,1968200,0,-1,4,-1,6741.1,8,0,94470,138730,0
5552,1763800,1,-1,5,-1,8738.3,27.1,1,79430,411560,1
5553,592200,0,696,8,587610,7834.8,13.4,0,60440,104570,1
5554,1384900,0,695,7,522810,15248.6,18.5,0,125800,311370,1
5555,1093600,0,739,6,735710,10361.3,23.8,0,115780,135260,1
5556,187100,0,720,-1,505700,3451.4,17,1,18990,106120,1
5557,1757700,0,740,10,908900,9164.7,11.8,0,157240,160770,1
5558,2552500,0,-1,-1,-1,20588.5,33.9,1,236760,557080,0
5559,1571000,0,743,10,785520,16168.7,12.1,0,42400,529980,1
5560,10000000,1,707,4,1256850,16129.6,26,0,341550,1094730,1
5561,1824100,1,669,4,416250,10371.6,8.9,0,90290,214980,0
5562,263400,0,744,2,511400,11719.5,18,0,189210,299850,0
5563,1000300,0,730,-1,842620,11094.5,14.1,1,55790,69730,1
5564,2931900,0,-1,3,-1,5654.9,19,0,58280,230360,1
5565,10000000,0,732,6,325620,6648,16.3,0,117030,162320,1
5566,528700,0,-1,10,-1,3213.1,22.9,0,19280,21350,0
5567,10000000,0,740,6,409180,3682.6,9.8,0,3860,110320,1
5568,1631800,0,739,1,968910,8235.7,19.4,0,129630,197910,1
5569,3475500,0,710,10,834120,11330.1,12.5,0,66860,178770,1
5570,2202600,1,695,3,650780,7484,11.2,0,86920,211490,0
5571,10000000,0,739,5,617970,4315.5,17.9,0,133110,256960,1
5572,1411600,0,696,1,392800,8314.3,10.5,1,219160,276370,0
5573,1107400,0,734,3,906030,9460.5,12.5,0,1830,42610,1
5574,10000000,0,738,3,862580,7835.1,11,1,141980,327900,1
5575,10000000,0,747,1,292650,912.1,11,0,1490,149250,1
5576,1472600,0,702,10,981700,16443.5,18.6,0,38220,69740,0
5577,1092300,0,748,10,218460,2759.8,15.5,0,140180,205850,1
5578,1966600,0,733,1,688310,11643.9,11.9,0,137740,162230,0
5579,1332000,0,732,10,1036040,6233.5,14,1,17060,75820,1
5580,1525700,0,728,4,508550,9408.2,14.3,0,223200,262280,1
5581,985800,0,744,5,394320,3115.1,5.6,0,44820,249020,1
5582,1735300,0,724,10,440230,10932.4,19.9,0,223120,382710,1
5583,10000000,0,728,9,869130,22525,21.9,0,358260,401640,1
5584,731400,0,706,-1,255750,5136.3,28.2,0,127390,522110,1
5585,1969800,0,-1,10,-1,24277.8,20.4,1,206050,314100,1
5586,608800,0,728,10,535760,9554.4,17.9,0,117830,142130,0
5587,203800,0,745,5,482350,2343.4,26.5,0,114970,154950,1
5588,10000000,0,725,10,1096540,19006.7,14.4,0,194860,209310,1
5589,3472000,0,742,10,863040,12442.2,21.4,0,319190,519000,1
5590,796500,0,-1,8,-1,1858.6,11.3,0,58190,96020,1
5591,598100,0,733,10,518390,12139,9.2,0,124330,355240,1
5592,10000000,0,720,9,624710,6819.7,12.4,0,76620,113850,1
5593,698800,0,715,10,1009100,17995.6,18.3,0,201970,219060,1
5594,10000000,0,747,7,298680,3459.8,16,0,97300,152730,1
5595,403200,0,695,4,342690,8567.2,9.3,0,202320,239990,0
5596,10000000,1,738,10,1446810,26766,29.5,0,199560,274490,1
5597,824200,0,731,-1,229560,881.8,13,0,28820,248450,1
5598,921400,0,-1,5,-1,14307.6,14.8,0,217440,315140,0
5599,396400,0,-1,10,-1,3601,13.5,0,80540,245540,1
5600,879000,1,643,7,366450,4519.5,22.5,0,96840,102150,1
5601,10000000,1,698,4,567000,17529.7,11.9,0,379730,698030,1
5602,3270500,1,-1,2,-1,16589.3,16,2,105550,262550,1
5603,1939300,1,696,5,441860,4271.3,13,0,115900,153110,0
5604,1489700,0,742,7,645520,8983.4,16.5,0,80620,159960,1
5605,10000000,0,748,5,426350,5720.2,14.8,0,57810,294970,1
5606,10000000,0,717,10,935280,12314.4,26.5,1,88120,161400,1
5607,525000,0,726,4,524990,5949.9,10.6,0,111600,126100,1
5608,425800,0,-1,10,-1,507.1,12,0,8320,51690,0
5609,1745800,1,673,8,400760,5644,20,0,216730,297700,1
5610,2141600,0,-1,5,-1,9983.8,18,0,374980,489530,1
5611,1977400,0,743,7,790960,13644.1,15.6,0,206630,319360,0
5612,1812400,0,741,10,1157940,20649.8,19.4,0,107520,197280,0
5613,2508400,1,681,7,561390,9403.2,9.8,0,42900,87730,1
5614,10000000,0,734,7,891090,12178.2,17.7,0,243180,259250,1
5615,878600,0,711,2,322150,7221.4,25.6,0,72390,120040,1
5616,1198600,0,748,1,829000,5775.4,15,0,186700,225750,0
5617,819400,0,706,10,823460,15234,15.9,0,154520,169990,1
5618,10000000,0,733,6,1305330,12618.2,19.2,0,444290,657240,1
5619,1177200,0,-1,8,-1,3297.2,9.8,0,38740,111000,1
5620,101400,0,698,1,659100,10655.4,18.4,0,32930,72060,0
5621,150100,0,720,3,374260,1119.7,11.4,0,34570,59000,1
5622,1205500,0,745,10,683130,15199.6,20,0,174840,330510,1
5623,2350800,1,-1,3,-1,11875.1,10.4,0,0,0,1
5624,3574600,0,723,2,2553250,6340.5,9.9,0,143960,675880,1
5625,350100,0,-1,9,-1,9336.1,14,0,237100,266110,1
5626,1635700,1,707,10,1400550,19024.2,20.1,0,378650,419330,1
5627,1132800,1,712,5,503680,5162.7,9.2,1,45490,103160,1
5628,485000,0,724,8,757800,9662,17,1,55450,183000,1
5629,520800,0,-1,8,-1,4687,13,0,42140,53080,1
5630,10000000,1,720,1,766350,8027.5,33.1,0,435880,652510,1
5631,908700,0,722,5,413980,5450.7,12.4,0,144480,368570,1
5632,1968800,0,-1,3,-1,9806.3,11.2,0,47920,104410,1
5633,1187000,0,-1,7,-1,15626.9,13,0,199970,375170,1
5634,243400,0,722,8,537580,9228.4,11.9,0,40880,110480,1
5635,792100,0,-1,5,-1,10198,11.4,0,153400,293860,1
5636,3579100,1,-1,-1,-1,14248.2,12.1,0,307770,555550,1
5637,1419400,0,725,3,391560,2506,6.3,0,103410,141850,1
5638,1573200,1,671,10,490850,7076.4,15.8,0,100090,204270,1
5639,810700,0,699,4,1520100,17607.8,39.8,1,51980,189700,1
5640,10000000,0,725,4,320540,5048.6,19,1,43810,101190,1
5641,1221500,1,-1,7,-1,3063.2,18,0,80580,133410,0
5642,10000000,0,736,6,275830,2459.5,18.7,2,49940,88710,1
5643,735400,0,720,1,766050,10660.9,15.9,0,17950,61250,1
5644,979000,0,-1,1,-1,9225.2,40.7,1,193600,232970,0
5645,1012000,0,715,4,747260,8967.1,31.4,0,194820,207480,1
5646,991300,0,740,8,614610,5633.9,15.9,0,95110,205410,1
5647,3030300,0,-1,10,-1,8708.4,30,0,187800,1152130,1
5648,10000000,0,748,6,590440,2494.6,19,0,3480,580350,1
5649,1002000,1,722,10,300600,5791.6,15.6,0,72460,123240,0
5650,10000000,0,748,10,2650960,33799.7,23.3,0,846290,1981940,1
5651,908400,1,676,2,294600,4625.2,13,0,149450,162980,1
5652,547200,0,718,10,285070,805.3,11.2,0,28390,63100,1
5653,500200,0,743,8,550180,6574.6,18.9,0,271100,352080,0
5654,202300,0,717,4,1062080,12833.4,19.1,0,185730,309550,1
5655,1476800,0,691,2,1231020,11079.2,23.3,0,40840,150690,1
5656,1497200,1,710,7,388760,7872.4,15.4,0,197350,444490,1
5657,656500,0,-1,4,-1,9956.9,29.5,0,38640,58730,0
5658,814700,0,693,2,371510,6284.8,20,3,61500,105850,1
5659,1023900,0,709,-1,573380,9460.8,30.3,0,171700,227420,1
5660,10000000,0,738,1,920610,8285.5,19.3,0,233640,386820,1
5661,2195000,1,701,8,1016200,16597.9,14.3,0,161030,400570,1
5662,2404300,1,665,10,881580,13811.5,26.8,0,234310,242560,1
5663,1994000,1,652,10,737780,13950.2,22.4,0,254070,317980,0
5664,923100,0,-1,-1,-1,6199.7,16,0,99040,136970,0
5665,3553200,1,625,10,802010,16842.2,10.4,0,88640,96450,0
5666,2973000,0,-1,2,-1,9290.6,7.5,0,79220,166430,1
5667,2779200,1,681,5,1003480,28348.2,20,0,336010,746680,0
5668,1866800,0,-1,10,-1,13858.3,14.3,0,77200,159500,1
5669,1417000,0,-1,3,-1,1994.5,18,0,25370,140150,1
5670,1416000,1,700,10,910260,27080.2,20.7,0,673500,1226780,1
5671,867800,0,665,5,508460,5296.4,20.1,0,65020,73310,1
5672,10000000,0,714,1,608400,4593.4,13.5,0,130440,270630,1
5673,2142600,0,741,3,714210,14641.3,22.5,0,286800,866450,1
5674,1504800,1,675,6,1193880,20097,21.2,1,125870,158130,0
5675,888100,0,738,8,927590,25817.9,29.9,0,92740,301100,0
5676,473800,0,747,1,592260,7126.9,13.7,0,30940,164550,1
5677,767400,0,744,4,639540,4279.6,20.5,1,29590,163460,1
5678,1429700,0,-1,2,-1,9826,22.8,1,70980,118490,0
5679,2100000,1,737,10,966750,17240.4,27.6,0,196020,628270,1
5680,879200,0,717,7,499550,8325.8,17.6,0,257840,431170,1
5681,1382800,1,606,1,435530,5625.6,10.4,0,36580,167040,1
5682,2434600,1,-1,10,-1,19477.5,25.5,1,210120,332470,1
5683,1958400,0,724,5,900860,15615,20.4,0,159380,177100,1
5684,3521400,1,681,1,1529270,33261.7,35.4,0,369360,529920,1
5685,1639000,1,689,10,807710,11173.3,15.2,0,109620,289240,1
5686,1968600,0,722,3,639800,9330.4,18.3,0,142970,170210,0
5687,1937800,0,733,10,487630,11540.6,13.3,0,163990,257850,1
5688,989500,0,-1,7,-1,4752.9,24.3,0,43210,137620,1
5689,2442200,0,717,1,869470,7535.4,15.8,0,108060,201600,1
5690,488300,0,-1,4,-1,1874.9,10.7,0,54400,127990,1
5691,2150200,0,700,10,1126290,9113.5,17.5,0,258020,273330,1
5692,895100,0,-1,9,-1,7762.9,10.5,0,91630,257390,1
5693,10000000,0,740,10,542520,4290.4,16.6,0,105720,296980,1
5694,792600,0,-1,3,-1,8084.1,6,0,59450,225200,0
5695,10000000,1,706,4,991400,11649,20.3,0,179960,280740,1
5696,1496000,0,720,6,1446090,18196.5,16,1,72230,145640,1
5697,1989800,0,692,10,795920,11275.5,28.9,0,147520,274720,1
5698,1626900,0,728,5,559240,15565.5,15.8,0,56310,89520,1
5699,2043600,0,-1,4,-1,16668.1,11.7,0,217100,303640,1
5700,1219300,0,-1,1,-1,4884.1,13.4,0,118910,203270,1
5701,2494800,1,-1,10,-1,8984.3,17.7,0,201600,304990,1
5702,1893000,1,659,1,752180,12787,14.7,0,161150,165450,0
5703,819900,0,728,3,409960,1906.3,7.9,0,55880,104450,1
5704,3190400,1,711,1,1296100,8305.8,16.8,0,305610,313130,1
5705,311300,0,704,-1,693140,646.9,12,0,10580,121580,1
5706,1393400,0,-1,1,-1,19275.7,27,0,98420,248530,0
5707,2278400,0,733,2,509640,14482.4,14.6,0,144640,204870,1
5708,893700,0,744,4,943350,9354.9,20.8,0,251160,455000,1
5709,1016600,0,745,5,457470,2836.3,19.4,0,81680,171970,1
5710,1992000,0,705,4,647440,11610.8,20.3,0,124410,137620,1
5711,3550100,1,719,10,1004160,12133.6,29.4,1,335930,542690,0
5712,988000,0,729,1,355680,2697.2,6.9,0,50690,94940,0
5713,1158900,0,738,1,352700,8905.5,16,0,75300,123030,1
5714,1785200,0,709,7,1266130,28382.3,29.7,0,231380,369610,1
5715,2389500,1,704,1,732100,17387.3,19.6,0,238230,654460,1
5716,1224200,0,683,5,489700,5427.5,11.8,0,26790,43850,1
5717,2049600,0,-1,6,-1,9020.4,17.5,0,24370,308480,1
5718,3020100,1,699,3,1208040,19228,12,0,64210,428050,1
5719,634800,0,743,1,537130,1213,8.9,0,55910,123970,1
5720,98500,0,-1,1,-1,5000.9,10.9,0,6750,112500,0
5721,379200,0,716,10,237910,4877.2,8.7,0,39550,47590,1
5722,10000000,0,668,9,854760,16739,23.5,0,114330,124670,1
5723,1225700,0,690,-1,465010,11082.8,27.5,0,226110,519780,0
5724,1630200,0,-1,10,-1,7713.3,35.5,0,205310,270140,0
5725,1485500,0,744,10,742730,7365.4,16.7,0,194770,532170,0
5726,941300,0,735,4,495400,5366.9,7.9,0,59840,143510,1
5727,1514600,0,-1,10,-1,11922.8,12.5,0,202660,228210,1
5728,10000000,0,716,1,487250,4791.3,15.5,0,89800,130900,1
5729,999200,0,739,-1,1099120,5138.4,34.6,1,44040,64960,1
5730,947900,1,-1,10,-1,14280.3,20.7,0,414940,3096600,1
5731,2118100,1,610,1,1194720,14038,13.5,0,507620,1488610,0
5732,1372900,1,683,1,381770,9321.6,9.5,0,133910,147800,1
5733,152900,0,745,1,815280,7337.5,14.5,0,118600,630860,1
5734,1329900,1,664,6,394040,4235.9,22.4,0,88420,100250,0
5735,2029600,0,727,1,903170,11214.4,17.6,0,205110,266030,0
5736,1227400,1,739,10,1125080,17813.8,30.9,0,256570,360850,1
5737,10000000,0,714,6,520520,7504.2,16.3,0,56220,59050,1
5738,1014300,1,726,2,303280,5383.2,9.8,1,85990,153280,0
5739,2351600,1,-1,1,-1,15644.5,28.2,0,351060,460110,0
5740,817700,0,-1,3,-1,15842.6,22.5,1,66420,100180,1
5741,10000000,0,733,2,653450,14811.4,13.9,0,111310,202000,1
5742,1537100,0,745,3,717290,11118,17.8,0,135650,266500,1
5743,1820400,1,689,10,688280,17780.4,47,0,302620,428650,1
5744,902600,0,-1,-1,-1,6859.8,26.4,0,344590,450440,1
5745,202400,0,724,1,273210,5646.4,7.9,0,74670,86020,0
5746,346900,0,721,10,723580,5390.6,16.2,1,98150,281220,1
5747,794500,0,-1,10,-1,1201.7,16.5,0,40090,110140,1
5748,1639500,1,719,2,512350,10118.9,11.8,0,226660,333820,0
5749,1337000,0,-1,2,-1,4015.5,15.5,0,133550,353310,1
5750,156300,0,-1,1,-1,5833.3,24.4,1,11320,11730,1
5751,504500,0,720,10,442980,7235.3,26,1,7210,15330,1
5752,3182400,0,-1,2,-1,26949.3,14.9,0,125340,172170,1
5753,405800,0,722,2,527540,3327.9,13.8,0,63250,225910,1
5754,1092000,0,722,2,633750,8185.9,35.1,0,305120,349910,1
5755,2487000,0,-1,4,-1,7975,15.9,0,377760,463510,1
5756,10000000,1,727,10,2033600,35249.1,28.6,0,2265290,2900490,1
5757,1447900,0,749,8,854680,2770.6,16.8,0,112210,272360,1
5758,2234100,1,722,10,2792630,29788,27.8,0,348290,791560,1
5759,712400,0,741,1,839600,4198,10.9,0,45040,584980,1
5760,489600,0,733,6,165260,2630.3,14.5,0,5740,127620,1
5761,2088000,0,-1,2,-1,12751.9,15.4,0,386860,640500,1
5762,746500,0,740,10,257090,5870.2,10.2,0,169820,242250,1
5763,2154300,1,700,10,612600,3512.2,19.1,1,69270,516970,1
5764,3108100,1,-1,10,-1,23325.9,22.9,0,217550,327630,1
5765,928200,0,742,10,898290,5232.5,23.3,0,173520,401670,1
5766,2156200,0,689,4,580710,7452.5,20,0,146330,191780,0
5767,1004100,0,736,10,445190,12539.4,17.2,1,55040,146400,0
5768,220200,0,726,10,850850,12784.1,27.9,0,3990,13090,1
5769,1511000,0,715,-1,523800,8075.2,20,0,97160,130950,1
5770,605500,0,743,-1,149440,2577.9,19.7,0,60110,131240,1
5771,10000000,0,724,1,655600,6829.1,7,0,105330,151770,1
5772,1194000,1,689,2,995000,5878.8,22,0,84590,93580,1
5773,1224000,0,744,5,499800,8205.1,14.4,0,141460,307530,1
5774,793700,0,679,2,266220,7432,9.2,0,54490,71040,0
5775,1515600,0,-1,1,-1,5904.6,11,0,136770,266600,1
5776,1011300,1,-1,2,-1,17887.4,29.8,1,98250,199290,0
5777,3517900,0,-1,7,-1,11227.8,17,0,525030,718240,1
5778,1474900,0,-1,8,-1,3910.2,7.6,0,19080,116350,0
5779,1868900,0,-1,3,-1,7668.6,12.6,0,96250,178580,1
5780,10000000,0,736,5,402120,3056.1,15.7,0,105620,251470,1
5781,818400,0,742,6,767250,7736.4,14.5,0,64060,97210,0
5782,3188800,1,710,3,1590910,38712.2,15.9,0,738410,1134270,1
5783,1480700,0,-1,2,-1,6711.9,13,0,184010,454330,1
5784,2541200,1,-1,1,-1,11410.1,14.5,0,3670,306120,1
5785,1582900,0,743,8,712300,10268.9,15.7,0,118610,157310,1
5786,599800,0,-1,5,-1,28574.7,15.7,0,32010,104950,0
5787,1676200,1,-1,8,-1,7863.6,17.2,0,254850,293950,0
5788,710800,0,728,2,609240,6447.8,38.5,0,222310,451850,1
5789,1021700,0,696,-1,408680,8786.6,21,0,99070,163490,0
5790,1077700,0,737,-1,339290,1156.4,14.5,0,38950,100900,0
5791,3105400,1,629,10,807920,9425.7,25.8,0,148750,172760,1
5792,2038400,1,694,3,764400,15224.3,16.8,0,187890,331370,0
5793,2039600,1,708,8,458910,6501.2,8.2,0,233920,486320,0
5794,800300,0,708,6,332930,6353.4,12.2,0,108530,152010,1
5795,302600,0,666,2,453920,9154,30.1,0,183350,223050,0
5796,457000,0,750,9,863260,5222.7,12.5,0,22450,193570,1
5797,1511100,0,-1,1,-1,6810,21.2,0,113030,191250,0
5798,1225100,1,714,8,306270,1715.1,9,0,17210,55170,1
5799,415400,0,736,3,682480,9543.3,28.7,0,163980,343780,0
5800,1620100,0,-1,8,-1,5032.2,22.8,0,54750,170040,1
5801,10000000,0,739,8,1514850,24363.8,17,0,262190,416180,1
5802,1019600,0,643,-1,341530,8367.5,14.2,0,140700,144610,0
5803,2805600,1,724,9,1202400,14228.4,18.9,0,134320,155280,0
5804,393900,0,744,-1,176910,3906.8,29,0,55330,158520,1
5805,1193900,0,-1,10,-1,4511.4,14.8,0,35050,89650,0
5806,1610600,1,696,4,362380,2144.1,13.8,0,59330,251400,1
5807,165200,0,713,3,493200,13398.6,13.8,1,304440,426990,1
5808,1098100,0,-1,7,-1,12329,15.9,0,158050,268330,1
5809,959800,1,717,5,619920,7459.6,18.7,0,145660,224790,0
5810,3311400,1,-1,10,-1,18823.3,23.4,0,430540,766080,1
5811,461000,0,746,6,585360,12877.9,18.1,0,245890,302450,1
5812,1951500,1,730,10,724480,8331.6,20.9,0,268310,411530,0
5813,1132900,0,747,5,285680,5220.8,22.3,0,181220,388050,1
5814,2046800,0,723,2,665210,7317.3,20.6,0,184250,298630,1
5815,1105800,0,-1,8,-1,3233.6,35.9,0,157760,191690,0
5816,2976300,0,735,5,992100,18519.2,14.3,0,227150,365190,1
5817,10000000,0,734,3,565040,7251.3,15.4,1,55030,96720,1
5818,10000000,0,747,10,567390,8605.4,17.9,0,167320,218720,1
5819,1065200,0,734,10,461150,11221.3,17.2,0,208960,314700,1
5820,10000000,0,747,10,507420,12093.6,16.5,0,235340,431830,1
5821,1022600,0,724,10,736270,17302.4,13,0,331620,429550,1
5822,1960800,0,747,10,460790,10482.9,19,0,186340,303990,1
5823,10000000,0,735,7,552970,10829,6.8,0,35310,106670,1
5824,2268800,1,664,2,494300,10174.4,10,0,122200,162070,0
5825,3446100,0,712,10,2215350,18442.8,39,0,374360,390780,1
5826,986600,0,-1,8,-1,16048.7,22.7,0,312640,358130,1
5827,1713100,0,748,3,508500,10975.1,10.9,0,1780,445910,1
5828,476100,0,723,-1,159850,1891.5,31.6,1,73070,132850,0
5829,10000000,0,730,9,680820,5043.8,13.7,0,43520,49340,1
5830,810200,0,708,1,627870,11322.7,10,0,61650,92160,1
5831,402600,0,718,10,503200,9686.6,18.8,0,167250,303000,1
5832,3443700,0,711,2,1377460,20088,10,0,43560,51180,1
5833,1136400,0,729,1,355110,4024.6,8,0,133870,162260,0
5834,982600,0,-1,3,-1,6063.6,5.2,0,42120,68830,0
5835,987200,0,-1,1,-1,9320.8,19.6,0,284710,830060,1
5836,591500,1,732,2,443610,4218,15.9,0,0,0,0
5837,10000000,0,719,10,860990,18870.1,16.2,0,340590,394210,1
5838,997700,1,-1,10,-1,10902.4,12.6,0,272550,344130,1
5839,317000,0,741,10,715750,16044.8,14.3,0,135540,182920,1
5840,2468300,1,-1,10,-1,16730.6,13.6,0,107060,142180,0
5841,305300,0,731,8,391810,7477.1,14.4,0,78910,170810,0
5842,819800,0,716,2,430420,11728.8,18.6,1,118360,182380,1
5843,552300,0,705,1,502100,9849.5,12.9,0,130150,130550,1
5844,1829000,0,-1,5,-1,9134.7,14.2,0,113580,358300,1
5845,1517400,1,717,7,1517400,7119.1,14,0,10110,64780,1
5846,955700,0,717,7,400280,5870.8,12.5,0,37530,239020,1
5847,536500,0,740,10,1297420,17623.2,23.7,1,242260,319170,1
5848,510300,0,716,8,520510,5161.7,15.9,0,57620,107100,1
5849,2535500,0,746,10,1419880,8436.4,38.7,0,248900,330550,1
5850,1033300,1,705,10,334590,6217.8,18,0,77020,113090,1
5851,1144900,0,-1,7,-1,5052.7,43.7,1,69800,354320,1
5852,1199000,1,-1,5,-1,7111.8,13,0,85810,424810,1
5853,1282800,0,-1,1,-1,2751.5,17,0,119440,138080,1
5854,1218200,0,-1,1,-1,3037.2,14,0,103680,131920,1
5855,1184800,1,699,10,710860,13920.9,33.1,0,294730,418640,1
5856,657800,0,706,10,710180,5977.4,13.6,4,27830,35410,1
5857,957400,0,694,10,369000,5873.3,14,0,54160,107680,0
5858,1464500,0,707,1,3417050,52679.5,26,0,615670,639330,1
5859,356500,0,715,6,729250,15192.7,11.9,0,227260,329840,1
5860,1611400,0,-1,10,-1,10732.6,26.5,0,48240,56490,1
5861,1537500,0,730,10,717500,12556.3,11.4,0,108950,124090,1
5862,195700,0,733,8,264140,5723.1,8.7,0,64660,210610,1
5863,2076500,1,737,10,1203170,17847,24,0,385580,621910,1
5864,2232000,0,680,10,690680,13583.3,14.6,1,86550,273880,0
5865,1800900,0,748,6,625310,7972.8,21.5,0,322400,634650,1
5866,1465800,0,734,1,635180,4366.9,9.6,4,59830,115290,1
5867,572500,0,748,6,632770,7646,23.2,0,76560,225830,1
5868,976400,0,705,1,781120,2180.6,9,0,32890,52720,1
5869,1953200,0,-1,6,-1,10254.3,15.6,0,209970,361390,1
5870,1593700,1,693,9,488730,7697.6,12.2,0,108030,200060,0
5871,1600300,1,-1,9,-1,21124.2,14.3,0,148790,159130,0
5872,2306900,1,-1,10,-1,13691,15.4,0,106830,190430,1
5873,10000000,0,739,3,614670,3898,16.9,0,63300,132990,1
5874,3459400,1,-1,8,-1,4269.9,21.1,0,205180,487370,0
5875,595300,0,740,3,942500,8403.9,23.5,0,37680,64520,1
5876,394400,0,-1,1,-1,0,19.8,0,0,0,1
5877,955000,0,-1,6,-1,14764,23,0,51230,105840,1
5878,10000000,0,722,9,1124590,10589.9,18.6,0,204620,461890,1
5879,1367400,1,705,3,381370,2196.1,19.1,0,68710,104410,0
5880,10000000,0,693,3,964290,12680.4,24.5,0,290660,430600,1
5881,1217300,0,706,10,1286610,14152.7,21.9,1,60530,105820,1
5882,805800,0,715,6,352560,5288.3,10,0,102870,139950,0
5883,1544000,1,678,-1,423150,12659.2,14.8,0,172720,216700,0
5884,2002000,1,698,10,796230,11545.2,23.3,0,288530,317420,0
5885,896900,0,744,10,597900,11011.3,14.6,0,35640,43850,1
5886,1856700,1,644,10,488600,11482.1,17.6,0,159630,196340,0
5887,1528000,1,708,10,880260,6514,15.7,0,153970,436160,1
5888,1019900,0,-1,2,-1,2578.1,16.5,0,98070,276260,1
5889,1836500,1,708,10,867260,22837.7,15.1,0,541870,836220,1
5890,2611400,1,724,5,598020,10415.5,16.2,0,294700,538770,1
5891,10000000,1,736,1,865130,8435,13,1,32070,127270,1
5892,594400,0,-1,2,-1,1679.8,8.5,0,54840,151500,0
5893,606500,0,743,-1,313350,7259.3,24.7,0,54310,119370,1
5894,680100,0,728,2,340070,4590.9,5.8,0,64380,105540,1
5895,10000000,0,738,4,1040510,15260.8,8.7,0,152850,210250,1
5896,1229500,0,747,10,717220,12372,16,0,284450,941880,1
5897,1801100,1,684,10,1600960,30151.4,25.9,0,224280,400510,0
5898,3467100,1,-1,10,-1,10533.3,22.9,0,242480,301960,1
5899,2038100,0,-1,3,-1,17687.3,28,1,124880,275070,1
5900,2706500,1,715,10,831990,10954.5,15.7,0,107650,170330,0
5901,1201400,1,717,10,500600,9177.7,10.5,0,120180,178580,1
5902,909200,0,725,10,868770,17303,20.3,0,442910,629130,1
5903,468200,0,-1,1,-1,9274.4,18.9,0,32950,34150,1
5904,10000000,1,710,6,534760,8199.7,23.9,0,194730,332880,1
5905,1352500,0,-1,4,-1,149.7,12.6,0,9250,82550,1
5906,1431400,0,-1,5,-1,12488.9,26.5,1,60150,70590,1
5907,2377400,1,-1,10,-1,13785.9,11,0,130340,301020,1
